arm,global_step,acceptance_step,reward_mean,zero_fraction,resp_len_mean,resp_len_median,tool_calls_mean,timeout_fraction,n_samples
control,126,126,0.53515625,0.46484375,16081.1015625,13011.5,33.1953125,0.05859375,256
control,127,127,0.734375,0.265625,10754.24609375,6071.5,20.70703125,0.01953125,256
control,128,128,0.66015625,0.33984375,13501.609375,10012.5,27.671875,0.0703125,256
control,129,129,0.3671875,0.6328125,28034.34765625,28305.0,40.375,0.24609375,256
control,130,130,0.6484375,0.3515625,7428.74609375,5126.0,18.265625,0.1015625,256
control,131,131,0.63671875,0.36328125,9561.95703125,5283.5,22.33203125,0.21875,256
control,132,132,0.609375,0.390625,12387.8828125,9899.5,23.3828125,0.2265625,256
control,133,133,0.671875,0.328125,13079.43359375,7549.0,19.546875,0.13671875,256
control,134,134,0.69140625,0.30859375,10393.76171875,6822.5,21.3203125,0.0703125,256
control,135,135,0.65625,0.34375,16384.95703125,14322.5,28.8125,0.0390625,256
control,136,136,0.59765625,0.40234375,12122.0390625,10792.0,28.140625,0.0390625,256
control,137,137,0.4921875,0.5078125,19112.53125,15272.5,33.7734375,0.140625,256
control,138,138,0.62109375,0.37890625,16308.21875,13099.0,34.41015625,0.0234375,256
control,139,139,0.5859375,0.4140625,16075.8984375,13401.5,35.24609375,0.03125,256
control,140,140,0.6171875,0.3828125,10515.59765625,5660.5,23.04296875,0.17578125,256
control,141,141,0.671875,0.328125,14776.91796875,6934.5,21.921875,0.1328125,256
control,142,142,0.5859375,0.4140625,15508.75390625,12422.0,28.9921875,0.078125,256
control,143,143,0.6484375,0.3515625,13833.7734375,10792.0,29.87890625,0.0390625,256
control,144,144,0.71875,0.28125,8266.734375,6605.5,21.90625,0.12109375,256
control,145,145,0.94140625,0.05859375,8270.83984375,5951.5,23.55078125,0.0,256
control,146,146,0.6328125,0.3671875,11759.484375,8072.5,23.875,0.0234375,256
control,147,147,0.6171875,0.3828125,11897.32421875,8231.5,22.44921875,0.25390625,256
control,148,148,0.51953125,0.48046875,15688.5703125,11622.0,28.3671875,0.0234375,256
control,149,149,0.68359375,0.31640625,14081.11328125,11266.5,28.9765625,0.109375,256
control,150,150,0.63671875,0.36328125,11299.0546875,10086.5,27.1484375,0.0078125,256
control,151,151,0.5,0.5,16111.92578125,12173.0,25.01171875,0.0390625,256
control,152,152,0.48046875,0.51953125,17606.91015625,13148.0,28.28125,0.09765625,256
control,153,153,0.52734375,0.47265625,16957.34375,15365.5,34.0625,0.12109375,256
control,154,154,0.66796875,0.33203125,14797.3671875,11852.0,29.609375,0.078125,256
control,155,155,0.48046875,0.51953125,13812.68359375,9803.0,29.81640625,0.17578125,256
control,156,156,0.70703125,0.29296875,14522.4765625,12428.0,24.4140625,0.0625,256
control,157,157,0.6875,0.3125,9879.078125,6620.0,15.74609375,0.07421875,256
control,158,158,0.65625,0.34375,14156.9765625,11734.5,28.65234375,0.12890625,256
control,159,159,0.63671875,0.36328125,13811.875,12823.0,26.30078125,0.0234375,256
control,160,160,0.53125,0.46875,14924.34765625,10962.0,25.703125,0.0234375,256
control,161,161,0.53125,0.46875,13061.92578125,8563.0,25.7265625,0.1640625,256
control,162,162,0.4375,0.5625,13378.34375,10047.0,24.64453125,0.296875,256
control,163,163,0.49609375,0.50390625,11102.328125,7824.0,23.10546875,0.1171875,256
control,164,164,0.46875,0.53125,21287.6875,16643.5,34.40625,0.2578125,256
control,165,165,0.8046875,0.1953125,9556.8203125,8484.0,18.51953125,0.10546875,256
control,166,166,0.6484375,0.3515625,13886,10099.0,24.00390625,0.15625,256
control,167,167,0.75390625,0.24609375,14811.7578125,13227.5,25.73828125,0.0390625,256
control,168,168,0.63671875,0.36328125,14894.47265625,14833.5,26.46484375,0.00390625,256
control,169,169,0.52734375,0.47265625,11005.21875,7918.5,23.0546875,0.046875,256
control,170,170,0.703125,0.296875,15670.1875,12348.0,25.37109375,0.03515625,256
control,171,171,0.48828125,0.51171875,19581.8984375,17059.0,38.73046875,0.09765625,256
control,172,172,0.70703125,0.29296875,16713.12890625,11580.5,29.5625,0.11328125,256
control,173,173,0.6484375,0.3515625,19443.16796875,18260.0,33.8984375,0.125,256
control,174,174,0.69921875,0.30078125,13012.15234375,9040.0,26.94140625,0.1015625,256
control,175,175,0.78125,0.21875,10877.359375,8572.5,21.34765625,0.1015625,256
control,176,176,0.65625,0.34375,12190.69921875,11098.0,27.44921875,0.0234375,256
control,177,177,0.71875,0.28125,13440.296875,11540.5,23.078125,0.0390625,256
control,178,178,0.6640625,0.3359375,14333.95703125,8582.0,29.0859375,0.046875,256
control,179,179,0.5390625,0.4609375,17918.4765625,10135.5,25.59375,0.03125,256
control,180,180,0.65625,0.34375,20136.29296875,17831.5,26.66015625,0.1015625,256
control,181,181,0.28515625,0.71484375,20962.86328125,19595.0,34.56640625,0.15625,256
control,182,182,0.640625,0.359375,14064.859375,9217.5,27.328125,0.15234375,256
control,183,183,0.82421875,0.17578125,11336.90234375,9152.5,25.046875,0.06640625,256
control,184,184,0.67578125,0.32421875,11321.44140625,10701.0,22.8671875,0.01953125,256
control,185,185,0.56640625,0.43359375,20763.02734375,14410.5,29.08203125,0.1796875,256
control,186,186,0.5234375,0.4765625,17200.02734375,16937.5,33.51953125,0.2109375,256
control,187,187,0.5078125,0.4921875,14350.0078125,13132.0,26.8046875,0.140625,256
control,188,188,0.55859375,0.44140625,12888.171875,10527.0,26.671875,0.16015625,256
control,189,189,0.8125,0.1875,8994.734375,8140.0,19.62890625,0.109375,256
control,190,190,0.765625,0.234375,10155.83984375,9350.5,20.98828125,0.07421875,256
control,191,191,0.57421875,0.42578125,15157.02734375,12617.0,23.54296875,0.1171875,256
control,192,192,0.7734375,0.2265625,14337.88671875,13279.5,23.4375,0.015625,256
control,193,193,0.74609375,0.25390625,13693.5625,10961.0,27.36328125,0.0,256
control,194,194,0.6875,0.3125,14966.3515625,11343.0,30.1640625,0.01953125,256
control,195,195,0.5703125,0.4296875,20064.49609375,15585.5,34.0078125,0.15625,256
control,196,196,0.6640625,0.3359375,17313,14212.0,30.40625,0.0546875,256
control,197,197,0.34765625,0.65234375,21079.984375,19314.5,37.125,0.15625,256
control,198,198,0.5625,0.4375,19869.65625,18640.5,36.6953125,0.15625,256
control,199,199,0.62109375,0.37890625,17835.0078125,14479.0,31.2421875,0.12890625,256
control,200,200,0.4765625,0.5234375,22199.0234375,20732.5,30.71875,0.203125,256
