step,bucket,reason,segment_chars
28,traceback_in_exit0,traceback_only_no_test_failure,805
28,traceback_in_exit0,traceback_only_no_test_failure,378
29,traceback_in_exit0,traceback_only_no_test_failure,190
29,traceback_in_exit0,traceback_only_no_test_failure,202
29,traceback_in_exit0,traceback_only_no_test_failure,451
29,traceback_in_exit0,traceback_only_no_test_failure,261
29,traceback_in_exit0,traceback_only_no_test_failure,200
29,traceback_in_exit0,traceback_only_no_test_failure,352
29,traceback_in_exit0,traceback_only_no_test_failure,387
29,traceback_in_exit0,traceback_only_no_test_failure,133
29,traceback_in_exit0,traceback_only_no_test_failure,265
29,traceback_in_exit0,traceback_only_no_test_failure,157
29,traceback_in_exit0,traceback_only_no_test_failure,217
29,traceback_in_exit0,traceback_only_no_test_failure,125
29,traceback_in_exit0,traceback_only_no_test_failure,273
29,traceback_in_exit0,traceback_only_no_test_failure,123
29,traceback_in_exit0,traceback_only_no_test_failure,397
29,traceback_in_exit0,traceback_only_no_test_failure,370
29,traceback_in_exit0,traceback_only_no_test_failure,132
29,traceback_in_exit0,traceback_only_no_test_failure,181
29,traceback_in_exit0,traceback_only_no_test_failure,189
29,traceback_in_exit0,traceback_only_no_test_failure,219
29,traceback_in_exit0,traceback_only_no_test_failure,329
29,traceback_in_exit0,traceback_only_no_test_failure,199
29,traceback_in_exit0,traceback_only_no_test_failure,169
29,traceback_in_exit0,traceback_only_no_test_failure,323
29,traceback_in_exit0,traceback_only_no_test_failure,402
29,traceback_in_exit0,traceback_only_no_test_failure,329
29,traceback_in_exit0,traceback_only_no_test_failure,354
29,traceback_in_exit0,traceback_only_no_test_failure,536
29,traceback_in_exit0,traceback_only_no_test_failure,328
29,traceback_in_exit0,traceback_only_no_test_failure,280
29,traceback_in_exit0,traceback_only_no_test_failure,347
30,traceback_in_exit0,traceback_only_no_test_failure,152
30,traceback_in_exit0,traceback_only_no_test_failure,147
30,traceback_in_exit0,traceback_only_no_test_failure,254
30,traceback_in_exit0,traceback_only_no_test_failure,1465
30,traceback_in_exit0,traceback_only_no_test_failure,4001
30,traceback_in_exit0,traceback_only_no_test_failure,147
30,traceback_in_exit0,traceback_only_no_test_failure,1295
30,traceback_in_exit0,traceback_only_no_test_failure,1294
30,traceback_in_exit0,traceback_only_no_test_failure,150
30,traceback_in_exit0,traceback_only_no_test_failure,294
30,traceback_in_exit0,traceback_only_no_test_failure,270
30,traceback_in_exit0,traceback_only_no_test_failure,1802
30,traceback_in_exit0,traceback_only_no_test_failure,700
30,tests_failed_in_exit0,unexplained_exit0_with_test_failure,7189
30,traceback_in_exit0,traceback_only_no_test_failure,783
30,traceback_in_exit0,traceback_only_no_test_failure,10541
30,traceback_in_exit0,traceback_only_no_test_failure,178
30,traceback_in_exit0,traceback_only_no_test_failure,2727
30,traceback_in_exit0,traceback_only_no_test_failure,152
30,traceback_in_exit0,traceback_only_no_test_failure,515
30,traceback_in_exit0,traceback_only_no_test_failure,523
30,traceback_in_exit0,traceback_only_no_test_failure,247
31,traceback_in_exit0,traceback_only_no_test_failure,147
31,traceback_in_exit0,traceback_only_no_test_failure,663
31,traceback_in_exit0,traceback_only_no_test_failure,224
31,traceback_in_exit0,traceback_only_no_test_failure,560
31,traceback_in_exit0,traceback_only_no_test_failure,414
31,traceback_in_exit0,traceback_only_no_test_failure,927
31,traceback_in_exit0,traceback_only_no_test_failure,273
31,tests_failed_in_exit0,unexplained_exit0_with_test_failure,3103
31,traceback_in_exit0,traceback_only_no_test_failure,819
31,traceback_in_exit0,traceback_only_no_test_failure,391
31,traceback_in_exit0,traceback_only_no_test_failure,985
31,traceback_in_exit0,traceback_only_no_test_failure,365
31,traceback_in_exit0,traceback_only_no_test_failure,1164
31,traceback_in_exit0,traceback_only_no_test_failure,974
31,traceback_in_exit0,traceback_only_no_test_failure,1708
31,traceback_in_exit0,traceback_only_no_test_failure,958
31,traceback_in_exit0,traceback_only_no_test_failure,985
32,traceback_in_exit0,traceback_only_no_test_failure,181
32,traceback_in_exit0,traceback_only_no_test_failure,4424
32,traceback_in_exit0,traceback_only_no_test_failure,133
32,traceback_in_exit0,traceback_only_no_test_failure,248
32,traceback_in_exit0,traceback_only_no_test_failure,152
32,traceback_in_exit0,traceback_only_no_test_failure,1198
32,traceback_in_exit0,traceback_only_no_test_failure,145
32,traceback_in_exit0,traceback_only_no_test_failure,145
32,traceback_in_exit0,traceback_only_no_test_failure,128
33,traceback_in_exit0,traceback_only_no_test_failure,342
33,traceback_in_exit0,traceback_only_no_test_failure,189
33,traceback_in_exit0,traceback_only_no_test_failure,145
33,traceback_in_exit0,traceback_only_no_test_failure,250
33,traceback_in_exit0,traceback_only_no_test_failure,967
33,traceback_in_exit0,traceback_only_no_test_failure,282
33,traceback_in_exit0,traceback_only_no_test_failure,176
33,traceback_in_exit0,traceback_only_no_test_failure,886
33,traceback_in_exit0,traceback_only_no_test_failure,207
33,traceback_in_exit0,traceback_only_no_test_failure,503
33,traceback_in_exit0,traceback_only_no_test_failure,911
33,traceback_in_exit0,traceback_only_no_test_failure,971
33,traceback_in_exit0,traceback_only_no_test_failure,998
33,traceback_in_exit0,traceback_only_no_test_failure,1005
33,traceback_in_exit0,traceback_only_no_test_failure,373
33,traceback_in_exit0,traceback_only_no_test_failure,545
33,traceback_in_exit0,traceback_only_no_test_failure,858
33,traceback_in_exit0,traceback_only_no_test_failure,952
33,traceback_in_exit0,traceback_only_no_test_failure,574
33,traceback_in_exit0,traceback_only_no_test_failure,1146
33,traceback_in_exit0,traceback_only_no_test_failure,1502
33,traceback_in_exit0,traceback_only_no_test_failure,550
33,traceback_in_exit0,traceback_only_no_test_failure,991
33,traceback_in_exit0,traceback_only_no_test_failure,850
33,traceback_in_exit0,traceback_only_no_test_failure,1465
33,traceback_in_exit0,traceback_only_no_test_failure,1097
33,traceback_in_exit0,traceback_only_no_test_failure,386
33,traceback_in_exit0,traceback_only_no_test_failure,161
33,traceback_in_exit0,traceback_only_no_test_failure,1115
33,traceback_in_exit0,traceback_only_no_test_failure,3318
34,traceback_in_exit0,traceback_only_no_test_failure,393
34,traceback_in_exit0,traceback_only_no_test_failure,254
34,traceback_in_exit0,traceback_only_no_test_failure,918
34,traceback_in_exit0,traceback_only_no_test_failure,963
34,traceback_in_exit0,traceback_only_no_test_failure,358
34,traceback_in_exit0,traceback_only_no_test_failure,521
34,traceback_in_exit0,traceback_only_no_test_failure,257
35,traceback_in_exit0,traceback_only_no_test_failure,174
35,tests_failed_in_exit0,later_pass_supersedes_in_same_segment,57
35,traceback_in_exit0,traceback_only_no_test_failure,567
35,traceback_in_exit0,traceback_only_no_test_failure,137
